,<S>,ADJ,ADV,CONJ,DET,EZ,N,NUM,PART,POST,PREP,PRON,Unknown,V
payrāyagān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ǰādūg,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,6.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
wattarān,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,27.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
sēmēn,0.0,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
hamburd,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
čimīgīhātar,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
mōyēn,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
baxthusraw,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
burdan,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,10.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,5.726
dūdagē,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
xēšmkāmagīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
padmehmānīh,0.0,1e-04,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
bēšīdārīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
pāsoxēnīd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,4.726
drustiz,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
harwispāgāh,0.0,6.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
awardišnīggōhr,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
rēštagīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
kirbagīg,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ristagān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
har čēšān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001,1e-04,1e-04
sōzēd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,3.726
zan,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,115.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,3.726
suftan,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ōzanīhād,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
zīwēnīdār,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
tāyag,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
giyāhīzagē,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ǰōrdā,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,11.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
hammōzgār,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,9.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
mardbūd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
amā,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,26.726,1e-04,1e-04
pursīdār,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
urwarkirbān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
frabīh,0.0,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
kunēnd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,72.726
tagīgtar,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
abestān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,4.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
sardag,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,24.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
sardagīhā,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
kālbodōmand,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
padrāmišntar,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
bēšēnīdārtar,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
sālān,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
rāgīzagān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
pursīd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,102.726
ānāft,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
pardāzišnīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
dōšīd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
abēzagčihrag,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ārzōgīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ōšmurd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,2.726
čimxwāstārān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ayāftan,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,3.726
ahunsand,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
zamīgčihrag,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
anārgōn,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
dēnīg,0.0,8.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
uštawēd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ābādxīrīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
nizm,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
sāsān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,11.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
anāgkardār,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
hamčiyōn,0.0,1e-04,3.726,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
šāhbalūt,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
huramtar,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
kēwūdē,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
šabīgē,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
weš,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
framān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,19.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
tārīktar,0.0,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
hamē,0.0,1e-04,4.726,1e-04,1.7260001,1e-04,1e-04,1e-04,53.726,1e-04,1e-04,1e-04,1e-04,1e-04
hamēmal,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ǰašn,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
warm,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,12.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
laǰan,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
gund,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,9.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
drayāb,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,4.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
xwarāsān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,6.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
apaydāgnāmān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
harwispāgāhīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,8.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
xwaran,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
awišmadārīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
gyāgē,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,8.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
padkunišn,0.0,1e-04,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
šād,0.0,13.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
wānīdagīhā,0.0,1e-04,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
niwēyēnd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
sāxtag,0.0,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
farroxīhātom,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
pattāyēd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,4.726
abdīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
kasān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,14.726,1e-04,1e-04
magindīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
kardārīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,4.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
drubuštīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,6.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
tuwānsāmānīhā,0.0,1e-04,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
handarzēnīd hē,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
kardan,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,58.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,115.726
bōxtagīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
druwandē,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
abūǰafar,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
abgandan,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,6.726
xīndagīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
wahišt,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,42.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
wahištōišt,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
mowbedānmowbedīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ǰamkard,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,6.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
huayābagān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
rōzgārē,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
hamahl,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
hamkirbag,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
āgenēn,0.0,1e-04,4.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04
hušnūd,0.0,7.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
hamkār,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
aǰgahān,0.0,9.726,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
zaytān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
gōšān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
tarāzūg,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,4.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
winārīhēd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
borzwāngīhā,0.0,1e-04,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
bizeškīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
wohunēm,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
rust ēstēd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,2.726
graw,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
āmad hē,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
ādarōg,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
haftdahom,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
warzīg,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
wistard ēstēd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
gilistag,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
uzdēszār,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,4.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
hangēzēnēd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
vīspå fravaṣ̌ayō aṣ̌āunąm yazaamaidē,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260017,1e-04
dušram,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
čand,0.0,1e-04,23.726,1e-04,45.726,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,4.726,1e-04,1e-04
xrafstar,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,21.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
pad ān čim,0.0,1e-04,1e-04,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
yazadānčihrīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
widārān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
frazāmēnē,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
zādag,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
asmānhandāzagīhā,0.0,1e-04,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
čarbāwāztar,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
wādkirb,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ōzadan,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,6.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,2.726
niyābagpāyagīhā,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
xwarišnīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
abgand hēm,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
nāmdārišnīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
rahām,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
yāsimīn,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
daxšagōmand,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
kirbaghandēš,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
asarrōšnīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,6.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
hrōmāyīg,0.0,2.726,1e-04,1e-04,1e-04,1e-04,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
abēbarīh,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ǰudāg,0.0,11.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
handōzēd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,6.726
sāyag,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,3.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
pādyābdān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
mōzag,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,4.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
parwarīhist,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1.7260001
hamōwōn,0.0,1e-04,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ēsm,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,8.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
hamāgpursišnīh,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
tarīz,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
gumēxtag,0.0,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
frazāmīg,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
kamāl,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
hāwandpaymān,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
nērōgīh,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
wideragān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
šud,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,56.726
pand,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
nēayāftan,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
mādayānīhā,0.0,1e-04,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
rōzan,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,2.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
sagān,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
frēstīd,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,10.726
uzmūdagxrad,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
dāitī,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,9.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
tandrusttar,0.0,1.7260001,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
vičidāiti,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
ūrišlem,0.0,1e-04,1e-04,1e-04,1e-04,1e-04,1.726,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04,1e-04
